ISSN	Título	Estrato	Classificação
2675-4630	REVISTA CURRÍCULO E DOCÊNCIA	B3	Atualizado
2177-2770	REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES/AS NEGROS/AS	A4	Atualizado
0100-7246	REVISTA DA PROPRIEDADE INDUSTRIAL	C	Atualizado
2183-1270	REVISTA DE CIÊNCIA ELEMENTAR	A4	Atualizado
2236-5222	REVISTA DE CIÊNCIAS MÉDICAS E BIOLÓGICAS	A4	Atualizado
2595-7848	REVISTA DE COMPUTAÇÃO APLICADA AO AGRONEGÓCIO	C	Atualizado
2236-6377	REVISTA DE EDUCAÇÃO, CIÊNCIA E CULTURA	A3	Atualizado
2238-2380	REVISTA DE EDUCAÇÃO, CIÊNCIAS E MATEMÁTICA	A4	Atualizado
2526-9062	REVISTA DE EDUCAÇÃO MATEMÁTICA	A3	Atualizado
2393-6789	REVISTA DE EDUCACIÓN SUPERIOR DEL SUR GLOBAL - RESUR	B3	Atualizado
2176-7270	REVISTA DE ENGENHARIA E TECNOLOGIA	B4	Atualizado
0326-7091	REVISTA DE ENSEÑANZA DE LA FÍSICA	A3	Atualizado
2250-6101	REVISTA DE ENSEÑANZA DE LA FÍSICA (ONLINE)	A3	Atualizado
2236-0158	REVISTA DE ENSINO DE ENGENHARIA	B2	Atualizado
2447-8733	REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS	A3	Atualizado
1983-1501	REVISTA DE ESTUDOS AMBIENTAIS (ONLINE)	B2	Atualizado
2446-774X	REVISTA DE ESTUDOS E PESQUISAS SOBRE ENSINO TECNOLÓGICO	A4	Atualizado
2447-3359	REVISTA DE GEOCIÊNCIAS DO NORDESTE	A2	Atualizado
0719-0573	REVISTA DE GEOGRAFÌA ESPACIOS	B4	Atualizado
0104-5490	REVISTA DE GEOGRAFIA (RECIFE)	A2	Atualizado
2525-376X	REVISTA DE GRADUAÇÃO DA USP	B2	Atualizado
2526-2378	REVISTA DE HISTÓRIA E HISTORIOGRAFIA DA EDUCAÇÃO	B1	Atualizado
1578-7680	REVISTA DE LA EDUCACION A DISTANCIA	B2	Atualizado
0121-3814	REVISTA DE LA FACULTAD DE CIENCIA Y TECNOLOGIA	A1	Atualizado
2617-4731	REVISTA DE LA SOCIEDAD CIENTÍFICA DEL PARAGUAY	B4	Atualizado
2182-7214	REVISTA DE MORFOLOGIA URBANA	A3	Atualizado
1518-8787	REVISTA DE SAÚDE PÚBLICA (ONLINE)	A1	Atualizado
0034-8910	REVISTA DE SAÚDE PÚBLICA (USP. IMPRESSO)	A1	Atualizado
2595-5772	REVISTA DE TRABALHOS ACADÊMICOS LUSOFONA	C	Atualizado
2447-6099	REVISTA DEBATES EM ENSINO DE QUÍMICA	A3	Atualizado
2595-2803	REVISTA DEBATES INSUBMISSOS	B2	Atualizado
1981-416X	REVISTA DIÁLOGO EDUCACIONAL	A1	Atualizado
2317-3793	REVISTA DIÁLOGOS INTERDISCIPLINARES	B2	Atualizado
1519-6968	REVISTA DO CEAM	B3	Atualizado
0100-6991	REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIÕES (IMPRESSO)	B1	Atualizado
2448-1750	REVISTA DO MUSEU DE ARQUEOLOGIA E ETNOLOGIA	A2	Atualizado
2594-4746	REVISTA DO PROFESSOR DE FÍSICA (ONLINE)	C	Atualizado
2237-5864	REVISTA DOCÊNCIA DO ENSINO SUPERIOR	A4	Atualizado
2526-4923	REVISTA DOCENTES	B1	Atualizado
1809-3876	REVISTA E-CURRICULUM (PUCSP)	A2	Atualizado
2237-2334	REVISTA EDUCAÇÃO A DISTÂNCIA	B2	Atualizado
1981-1802	REVISTA EDUCAÇÃO EM QUESTÃO (ONLINE)	A1	Atualizado
1983-2664	REVISTA EDUCAONLINE	B1	Atualizado
2237-9185	REVISTA EDUCAR MAIS (ONLINE)	B3	Atualizado
2238-5630	REVISTA EIXO	A4	Atualizado
1984-4735	REVISTA ELETRÔNICA ARMA DA CRÍTICA	B1	Atualizado
2447-0783	REVISTA ELETRÔNICA CIENTÍFICA ENSINO INTERDISCIPLINAR	A3	Atualizado
2175-1846	REVISTA ELETRÔNICA CIENTÍFICA INOVAÇÃO E TECNOLOGIA	B3	Atualizado
1982-7199	REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS)	A2	Atualizado
1519-8219	REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA	C	Atualizado
2316-9664	REVISTA ELETRÔNICA PAULISTA DE MATEMÁTICA	C	Atualizado
2178-3039	REVISTA ELETRÔNICA PEDAGOGIA EM FOCO (ITURAMA - MG)	B2	Atualizado
2316-7297	REVISTA ELETRÔNICA SALA DE AULA EM FOCO	B2	Atualizado
2238-1910	REVISTA ELETRÔNICA SCIENTIA AMAZÔNIA	C	Atualizado
2317-5451	REVISTA ELO - DIÁLOGOS EM EXTENSÃO	B1	Atualizado
1809-4430	REVISTA ENGENHARIA AGRÍCOLA (ON-LINE)	B1	Atualizado
2447-3529	REVISTA ENTRELÍNGUAS	A2	Atualizado
1983-1579	REVISTA ESPAÇO DO CURRÍCULO (ONLINE)	A3	Atualizado
2177-5788	REVISTA ESTUDOS UNIVERSITÁRIOS	B2	Atualizado
1697-011X	REVISTA EUREKA SOBRE ENSEÑANZA Y DIVULGACIÓN DE LAS CIENCIAS	A1	Atualizado
2237-9460	REVISTA EXITUS.	A4	Atualizado
2675-0589	REVISTA FACULDADE FAMEN	C	Atualizado
2237-0587	REVISTA FORMAÇÃO@DOCENTE	B1	Atualizado
2357-9854	REVISTA GEARTE	A1	Atualizado
2237-0722	REVISTA GEINTEC: GESTÃO, INOVAÇÃO E TECNOLOGIAS	B1	Atualizado
2596-142X	REVISTA GESTÃO & SUSTENTABILIDADE	B3	Atualizado
2238-8753	REVISTA GESTÃO & SUSTENTABILIDADE AMBIENTAL	C	Atualizado
2359-618X	REVISTA GESTÃO EM ANÁLISE (REGEA)	B2	Atualizado
2179-6858	REVISTA IBERO-AMERICANA DE CIÊNCIAS AMBIENTAIS	C	Atualizado
1138-2783	REVISTA IBEROAMERICANA DE EDUCACIÓN A DISTANCIA	A2	Atualizado
1982-5587	REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO	A1	Atualizado
1983-4195	REVISTA IBRACON DE ESTRUTURAS E MATERIAIS	A3	Atualizado
1548-0992	REVISTA IEEE AMÉRICA LATINA	B2	Atualizado
1984-8625	REVISTA ILUMINART	B1	Atualizado
2619-2985	REVISTA INFOMETRIC@: SERIE INGENIERÍA, BÁSICAS Y AGRÍCOLAS	C	Atualizado
1692-3324	REVISTA INGENIERÍAS UNIVERSIDAD DE MEDELLÍN	B3	Atualizado
2594-8288	REVISTA INGI	B3	Atualizado
2595-4520	REVISTA INSIGNARE SCIENTIA	A4	Atualizado
2358-6036	REVISTA INTERDISCIPLINAR DE ENSINO, PESQUISA E EXTENSÃO	B2	Atualizado
2595-0959	REVISTA INTERDISCIPLINAR ENCONTRO DAS CIÊNCIAS - RIEC	B2	Atualizado
2317-434X	REVISTA INTERFACES - SAÚDE, HUMANAS E TECNOLOGIA	A3	Atualizado
2675-4258	REVISTA INTERNACIONAL DE PESQUISA EM DIDÁTICA DAS CIÊNCIAS E MATEMÁTICA	B1	Atualizado
2675-6722	REVISTA INTERNACIONAL EDUCON	B3	Atualizado
2526-2688	REVISTA KIRI-KERÊ - PESQUISA EM ENSINO	B2	Atualizado
1983-5000	REVISTA LABOR	B1	Atualizado
1806-7573	REVISTA LATINO-AMERICANA DE EDUCAÇÃO EM ASTRONOMIA	A3	Atualizado
0255-6952	REVISTA LATINOAMERICANA DE METALURGIA Y MATERIALES	B2	Atualizado
0185-1101	REVISTA MEXICANA DE ASTRONOMÍA Y ASTROFÍSICA	A4	Atualizado
0035-001X	REVISTA MEXICANA DE FÍSICA	B2	Atualizado
2683-2216	REVISTA MEXICANA DE FÍSICA E	B3	Atualizado
2525-8508	REVISTA MULTIDISCIPLINAR PEY KËYO CIENTÍFICO	B2	Atualizado
2525-4782	REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO	B3	Atualizado
2447-4266	REVISTA OBSERVATÓRIO	A2	Atualizado
2526-7647	REVISTA OBUTCHÉNIE	A4	Atualizado
1983-3857	REVISTA OLHARES E TRILHAS	A4	Atualizado
2182-598X	REVISTA ONIS SCIENCIA	C	Atualizado
2238-9210	REVISTA PANORÂMICA	B1	Atualizado
2318-8650	REVISTA PARADIGMA	A4	Atualizado
2675-1933	REVISTA PESQUISA & ENSINO	B2	Atualizado
2238-2704	REVISTA PESQUISA EM FISIOTERAPIA	B4	Atualizado
1808-6462	REVISTA PONTES	C	Atualizado
2448-1939	REVISTA PRÂKSIS	B3	Atualizado
2526-2149	REVISTA PRÁTICA DOCENTE	B1	Atualizado
2176-9230	REVISTA PRÁXIS (ONLINE)	A3	Atualizado
2618-5474	REVISTA PROYECCIONES	C	Atualizado
1809-3264	REVISTA QUERUBIM	B1	Atualizado
2318-6674	REVISTA REAMEC	A4	Atualizado
2359-4071	REVISTA RUMOS DA HISTÓRIA	B4	Atualizado
2238-3565	REVISTA SAPIÊNCIA: SOCIEDADE, SABERES E PRÁTICAS EDUCACIONAIS	A4	Atualizado
2525-4553	REVISTA SCIENTIA: CIÊNCIA, INFORMAÇÃO, HABILIDADE E CONHECIMENTO	C	Atualizado
2318-9584	REVISTA SCIENTIATEC	B1	Atualizado
2359-4993	REVISTA SERGIPANA DE EDUCAÇÃO AMBIENTAL.	B1	Atualizado
2525-5444	REVISTA SERGIPANA DE MATEMÁTICA E EDUCAÇÃO MATEMÁTICA	A4	Atualizado
1809-3957	REVISTA SODEBRAS	B2	Atualizado
1984-3526	REVISTA TECNOLOGIA E SOCIEDADE (ONLINE)	A4	Atualizado
2177-2894	REVISTA THEMA	A2	Atualizado
2525-6475	REVISTA TRANSMUTARE	B2	Atualizado
2237-0153	REVISTA TRILHAS PEDAGÓGICAS	B2	Atualizado
2179-2925	REVISTA UFG (ONLINE)	B1	Atualizado
2316-9036	REVISTA USP	A2	Atualizado
2525-9008	REVISTA VALORE	B2	Atualizado
1984-6835	REVISTA VIRTUAL DE QUÍMICA	B2	Atualizado
2358-7822	REVISTA XIX: ARTES E TÉCNICAS EM TRANSFORMAÇÃO	B3	Atualizado
0718-5162	REXE REVISTA DE ESTUDIOS Y EXPERIENCIAS EN EDUCACIÓN	A1	Atualizado
0172-8172	RHEUMATOLOGY INTERNATIONAL (BERLIN. PRINT)	B1	Atualizado
1646-9895	RISTI (PORTO)	A4	Atualizado
2317-0115	RMP - REVISTA DOS MESTRADOS PROFISSIONAIS	B3	Atualizado
1365-2966	ROYAL ASTRONOMICAL SOCIETY. MONTHLY NOTICES	A1	Atualizado
1745-3933	ROYAL ASTRONOMICAL SOCIETY. MONTHLY NOTICES. LETTERS (ONLINE)	A1	Atualizado
2054-5703	ROYAL SOCIETY OPEN SCIENCE	A1	Atualizado
2046-2069	RSC ADVANCES: AN INTERNATIONAL JOURNAL TO FURTHER THE CHEMICAL SCIENCES	A2	Atualizado
2632-8682	RSC MEDICINAL CHEMISTRY	B3	Atualizado
1064-8887	RUSSIAN PHYSICS JOURNAL	B2	Atualizado
2158-2440	SAGE OPEN	A1	Atualizado
1982-6907	SÃO PAULO JOURNAL OF MATHEMATICAL SCIENCES	B2	Atualizado
2236-3297	SBC JOURNAL ON 3D INTERACTIVE SYSTEMS	B1	Atualizado
0036-5564	SCANDINAVIAN JOURNAL OF PSYCHOLOGY (PRINT)	A2	Atualizado
0586-7614	SCHIZOPHRENIA BULLETIN	A1	Atualizado
2523-1154	SCHOLARSHIP OF TEACHING AND LEARNING IN THE SOUTH	B2	Atualizado
1573-1901	SCIENCE & EDUCATION	A1	Atualizado
0926-7220	SCIENCE & EDUCATION (DORDRECHT)	A1	Atualizado
2375-2548	SCIENCE ADVANCES	A1	Atualizado
1468-6996	SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS	A2	Atualizado
1674-7348	SCIENCE CHINA PHYSICS, MECHANICS & ASTRONOMY (IMPRESSO)	A3	Atualizado
0036-8075	SCIENCE (NEW YORK, N.Y.)	A1	Atualizado
1095-9203	SCIENCE (NEW YORK, N.Y.: ONLINE)	A1	Atualizado
0048-9697	SCIENCE OF THE TOTAL ENVIRONMENT	A1	Atualizado
2683-9288	SCIENCE REVIEWS - FROM THE END OF THE WORLD	C	Atualizado
2470-9476	SCIENCE ROBOTICS	A1	Atualizado
1983-1471	SCIENTIA AGRARIA PARANAENSIS	B4	Atualizado
1804-7106	SCIENTIA IN EDUCATIONE	A4	Atualizado
1980-6108	SCIENTIA MEDICA (PORTO ALEGRE. ONLINE)	B1	Atualizado
2596-1640	SCIENTIA NATURALIS	B2	Atualizado
1808-2793	SCIENTIA PLENA	A4	Atualizado
2045-2322	SCIENTIFIC REPORTS	A1	Atualizado
0138-9130	SCIENTOMETRICS	A1	Atualizado
1588-2861	SCIENTOMETRICS (ONLINE)	A1	Atualizado
2631-4053	SCIOL BIOMEDICINE	C	Atualizado
1359-6462	SCRIPTA MATERIALIA	A1	Atualizado
0037-0738	SEDIMENTARY GEOLOGY	A1	Atualizado
2316-297X	SEGURANÇA ALIMENTAR E NUTRICIONAL	B3	Atualizado
2236-6717	SEMANA ACADÊMICA: REVISTA CIENTÍFICA	B3	Atualizado
0268-1242	SEMICONDUCTOR SCIENCE AND TECHNOLOGY (PRINT)	A2	Atualizado
1063-7826	SEMICONDUCTORS (WOODBURY, N.Y., PRINT)	B2	Atualizado
1679-0359	SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)	A4	Atualizado
1676-5451	SEMINA. CIÊNCIAS EXATAS E TECNOLÓGICAS (IMPRESSO)	B4	Atualizado
1679-0375	SEMINA. CIÊNCIAS EXATAS E TECNOLÓGICAS (ONLINE)	B4	Atualizado
0924-4247	SENSORS AND ACTUATORS. A, PHYSICAL	A1	Atualizado
0925-4005	SENSORS AND ACTUATORS. B, CHEMICAL	A1	Atualizado
1424-8220	SENSORS (BASEL)	A2	Atualizado
1536-0040	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS	A2	Atualizado
1876-990X	SILICON (PRINT)	B1	Atualizado
1984-5812	SITIENTIBUS : UNIVERSIDADE DE FEIRA DE SANTANA (SÉRIE CIÊNCIAS FÍSICAS)	B4	Atualizado
1540-9740	SKINMED	B3	Atualizado
2366-9608	SMALL METHODS	A1	Atualizado
0921-4488	SMALL RUMINANT RESEARCH	A2	Atualizado
1613-6810	SMALL (WEINHEIM. PRINT)	A1	Atualizado
2523-3971	SN APPLIED SCIENCES	B4	Atualizado
2523-3963	SN APPLIED SCIENCES	B4	Atualizado
1982-4513	SOCIEDADE & NATUREZA (UFU. ONLINE)	A1	Atualizado
1539-445X	SOFT MATERIALS	B1	Atualizado
1744-6848	SOFT MATTER	A2	Atualizado
1744-683X	SOFT MATTER (PRINT)	A2	Atualizado
2352-7110	SOFTWAREX	A4	Atualizado
0167-1987	SOIL & TILLAGE RESEARCH	A1	Atualizado
1838-675X	SOIL RESEARCH	A3	Atualizado
0361-5995	SOIL SCIENCE SOCIETY OF AMERICA JOURNAL	A3	Atualizado
0266-0032	SOIL USE AND MANAGEMENT	A2	Atualizado
1980-9743	SOILS & ROCKS	B1	Atualizado
0038-092X	SOLAR ENERGY	A1	Atualizado
0927-0248	SOLAR ENERGY MATERIALS AND SOLAR CELLS	A1	Atualizado
0038-0938	SOLAR PHYSICS	A3	Atualizado
0038-1098	SOLID STATE COMMUNICATIONS	A4	Atualizado
0167-2738	SOLID STATE IONICS (PRINT)	A2	Atualizado
0926-2040	SOLID STATE NUCLEAR MAGNETIC RESONANCE	A3	Atualizado
1293-2558	SOLID STATE SCIENCES	A3	Atualizado
1869-9510	SOLID-EARTH	A1	Atualizado
0038-1101	SOLID-STATE ELECTRONICS	A3	Atualizado
0254-6299	SOUTH AFRICAN JOURNAL OF BOTANY	A3	Atualizado
1727-9321	SOUTH AFRICAN JOURNAL OF BOTANY	A3	Atualizado
2446-4821	SOUTH AMERICAN JOURNAL OF BASIC EDUCATION, TECHNICAL AND TECHNOLOGICAL	A4	Atualizado
0038-6308	SPACE SCIENCE REVIEWS	A1	Atualizado
1542-7390	SPACE WEATHER (ONLINE)	A2	Atualizado
2171-9292	SPANISH JOURNAL OF AGRICULTURAL RESEARCH	A4	Atualizado
1386-1425	SPECTROCHIMICA ACTA. PART A, MOLECULAR AND BIOMOLECULAR SPECTROSCOPY (PRINT)	A1	Atualizado
0584-8547	SPECTROCHIMICA ACTA. PART B, ATOMIC SPECTROSCOPY	A2	Atualizado
0038-7010	SPECTROSCOPY LETTERS	B2	Atualizado
1825-1234	SPORT SCIENCES FOR HEALTH	B1	Atualizado
0038-9056	STARCH ‐ STÄRKE	A3	Atualizado
1611-3683	STEEL RESEARCH INTERNATIONAL	A2	Atualizado
1757-6512	STEM CELL RESEARCH & THERAPY	A2	Atualizado
1873-5061	STEM CELL RESEARCH (AMSTERDAM. PRINT)	A2	Atualizado
1547-3287	STEM CELLS AND DEVELOPMENT	A2	Atualizado
1436-3240	STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT (PRINT)	A2	Atualizado
0304-4149	STOCHASTIC PROCESSES AND THEIR APPLICATIONS	A2	Atualizado
1040-0400	STRUCTURAL CHEMISTRY	A4	Atualizado
1464-4177	STRUCTURAL CONCRETE (LONDON. 1999)	A2	Atualizado
0969-2126	STRUCTURE (LONDON)	A1	Atualizado
1355-2198	STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS	A3	Atualizado
1082-6084	SUBSTANCE USE & MISUSE	A3	Atualizado
1819-0839	SUN & GEOSPHERE	B4	Atualizado
0953-2048	SUPERCONDUCTOR SCIENCE AND TECHNOLOGY (PRINT)	A2	Atualizado
0749-6036	SUPERLATTICES AND MICROSTRUCTURES	A3	Atualizado
0257-8972	SURFACE & COATINGS TECHNOLOGY	A1	Atualizado
0142-2421	SURFACE AND INTERFACE ANALYSIS (PRINT)	A4	Atualizado
0267-0844	SURFACE ENGINEERING	A3	Atualizado
0039-6028	SURFACE SCIENCE	A2	Atualizado
2468-0230	SURFACES AND INTERFACES	A2	Atualizado
0169-3298	SURVEYS IN GEOPHYSICS	A1	Atualizado
2398-4902	SUSTAINABLE ENERGY & FUELS (ONLINE)	A2	Atualizado
2214-9937	SUSTAINABLE MATERIALS AND TECHNOLOGIES	A1	Atualizado
0039-7660	SYLWAN	C	Atualizado
2073-8994	SYMMETRY	A4	Atualizado
1815-0659	SYMMETRY, INTEGRABILITY AND GEOMETRY: METHODS AND APPLICATIONS	A4	Atualizado
0039-7881	SYNTHESIS (STUTTGART)	A3	Atualizado
0039-7911	SYNTHETIC COMMUNICATIONS	B1	Atualizado
0379-6779	SYNTHETIC METALS	A1	Atualizado
1063-5157	SYSTEMATIC BIOLOGY (PHILADELPHIA. PRINT)	A1	Atualizado
1876-1070	TAIWAN INSTITUTE OF CHEMICAL ENGINEERS. JOURNAL	A1	Atualizado
0039-9140	TALANTA (OXFORD)	A1	Atualizado
2238-8079	TEAR - REVISTA DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA	B1	Atualizado
2176-1523	TECNOLOGIA EM METALURGIA, MATERIAIS E MINERAÇÃO	B1	Atualizado
2176-1515	TECNOLOGIA EM METALURGIA, MATERIAIS E MINERAÇÃO (IMPRESSO)	B1	Atualizado
1982-6753	TECNO-LÓGICA	C	Atualizado
1677-1966	TEMA. TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL	B4	Atualizado
2359-7003	TEMAS EM EDUCACAO	A4	Atualizado
2526-3471	TEMAS EM EDUCAÇÃO E SAÚDE	B1	Atualizado
2447-2131	TEMAS EM SAÚDE	B3	Atualizado
1807-8931	TEMÁTICA	B3	Atualizado
0040-4039	TETRAHEDRON LETTERS	A3	Atualizado
0040-4020	TETRAHEDRON (OXFORD. PRINT)	A4	Atualizado
1980-265X	TEXTO & CONTEXTO ENFERMAGEM	A3	Atualizado
0003-004X	THE AMERICAN MINERALOGIST	A2	Atualizado
0003-0147	THE AMERICAN NATURALIST	A1	Atualizado
0004-6256	THE ASTRONOMICAL JOURNAL (NEW YORK, N.Y.)	A1	Atualizado
0935-4956	THE ASTRONOMY AND ASTROPHYSICS REVIEW	A1	Atualizado
0004-637X	THE ASTROPHYSICAL JOURNAL	A1	Atualizado
2041-8213	THE ASTROPHYSICAL JOURNAL LETTERS	A1	Atualizado
2041-8205	THE ASTROPHYSICAL JOURNAL LETTERS	A1	Atualizado
1538-4357	THE ASTROPHYSICAL JOURNAL (ONLINE)	A1	Atualizado
0067-0049	THE ASTROPHYSICAL JOURNAL. SUPPLEMENT SERIES	A1	Atualizado
2468-2330	THE CELL SURFACE	B3	Atualizado
1286-0050	THE EUROPEAN PHYSICAL JOURNAL. APPLIED PHYSICS (ONLINE)	B2	Atualizado
1155-4304	THE EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER PHYSICS	A4	Atualizado
1434-6028	THE EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER PHYSICS (PRINT)	A4	Atualizado
1434-6060	THE EUROPEAN PHYSICAL JOURNAL. D, ATOMIC, MOLECULAR AND OPTICAL PHYSICS (PRINT)	A4	Atualizado
1434-6079	THE EUROPEAN PHYSICAL JOURNAL. D, ATOMIC, MOLECULAR, OPTICAL AND PLASMA PHYSICS (ONLINE)	A4	Atualizado
1292-8941	THE EUROPEAN PHYSICAL JOURNAL. E, SOFT MATTER (PRINT)	A4	Atualizado
1951-6401	THE EUROPEAN PHYSICAL JOURNAL. SPECIAL TOPICS (ONLINE)	A3	Atualizado
0892-6638	THE FASEB JOURNAL	A1	Atualizado
1742-464X	THE FEBS JOURNAL (PRINT)	A2	Atualizado
0021-8464	THE JOURNAL OF ADHESION (PRINT)	A2	Atualizado
0021-8596	THE JOURNAL OF AGRICULTURAL SCIENCE (PRINT)	A1	Atualizado
0021-9258	THE JOURNAL OF BIOLOGICAL CHEMISTRY (PRINT)	A1	Atualizado
0021-9606	THE JOURNAL OF CHEMICAL PHYSICS	A2	Atualizado
2527-1075	THE JOURNAL OF ENGINEERING AND EXACT SCIENCES	B3	Atualizado
1041-2905	THE JOURNAL OF ESSENTIAL OIL RESEARCH	A4	Atualizado
0022-1309	THE JOURNAL OF GENERAL PSYCHOLOGY	B2	Atualizado
1126-6708	THE JOURNAL OF HIGH ENERGY PHYSICS	A1	Atualizado
1029-8479	THE JOURNAL OF HIGH ENERGY PHYSICS (ONLINE)	A1	Atualizado
0195-6701	THE JOURNAL OF HOSPITAL INFECTION	A2	Atualizado
1089-5639	THE JOURNAL OF PHYSICAL CHEMISTRY. A	A3	Atualizado
0022-3913	THE JOURNAL OF PROSTHETIC DENTISTRY (PRINT)	A1	Atualizado
0022-4804	THE JOURNAL OF SURGICAL RESEARCH (PRINT)	A3	Atualizado
0001-4966	THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA	A2	Atualizado
0021-9142	THE JOURNAL OF THE ASTRONAUTICAL SCIENCES	A2	Atualizado
1678-9199	THE JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES (ONLINE)	A2	Atualizado
2214-109X	THE LANCET GLOBAL HEALTH	A1	Atualizado
2213-2600	THE LANCET RESPIRATORY MEDICINE	A1	Atualizado
0343-6993	THE MATHEMATICAL INTELLIGENCER	B3	Atualizado
1052-8091	THE MINOR PLANET BULLETIN	C	Atualizado
1062-9408	THE NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE	A1	Atualizado
1875-1814	THE OPEN MEDICAL DEVICES JOURNAL	C	Atualizado
0031-921X	THE PHYSICS TEACHER	A1	Atualizado
1517-6312	THEMA (PELOTAS)	A2	Atualizado
1432-881X	THEORETICAL CHEMISTRY ACCOUNTS (PRINT)	A4	Atualizado
2162-2078	THEORETICAL ECONOMICS LETTERS	B3	Atualizado
1431-7613	THEORY IN BIOSCIENCES	A3	Atualizado
1838-7640	THERANOSTICS	A1	Atualizado
0093-691X	THERIOGENOLOGY	A1	Atualizado
0354-9836	THERMAL SCIENCE	B1	Atualizado
0040-6031	THERMOCHIMICA ACTA (PRINT)	A2	Atualizado
0040-6090	THIN SOLID FILMS	A2	Atualizado
1022-5528	TOPICS IN CATALYSIS	A2	Atualizado
0041-008X	TOXICOLOGY AND APPLIED PHARMACOLOGY	A2	Atualizado
0887-2333	TOXICOLOGY IN VITRO	A3	Atualizado
1537-6516	TOXICOLOGY MECHANISMS AND METHODS	A4	Atualizado
0041-0101	TOXICON (OXFORD)	A4	Atualizado
0340-4285	TRANSITION METAL CHEMISTRY (WEINHEIM)	A3	Atualizado
2158-3188	TRANSLATIONAL PSYCHIATRY	A1	Atualizado
0191-2615	TRANSPORTATION RESEARCH. PART B: METHODOLOGICAL	A1	Atualizado
1369-8478	TRANSPORTATION RESEARCH. PART F, TRAFFIC PSYCHOLOGY AND BEHAVIOUR	A1	Atualizado
0361-1981	TRANSPORTATION RESEARCH RECORD	A3	Atualizado
2526-2270	TRANSVERSAL: INTERNATIONAL JOURNAL FOR THE HISTORIOGRAPHY OF SCIENCE	B2	Atualizado
0924-2244	TRENDS IN FOOD SCIENCE & TECHNOLOGY (REGULAR ED.)	A1	Atualizado
2211-9493	TRENDS IN NEUROSCIENCE AND EDUCATION	A2	Atualizado
0301-679X	TRIBOLOGY INTERNATIONAL	A1	Atualizado
1023-8883	TRIBOLOGY LETTER	A2	Atualizado
1472-9792	TUBERCULOSIS (EDINBURGH)	A4	Atualizado
1010-4283	TUMOR BIOLOGY	A2	Atualizado
2333-1232	TURKISH JOURNAL OF ANALYSIS AND NUMBER THEORY (ONLINE)	C	Atualizado
2071-0186	UKRAINIAN JOURNAL OF PHYSICS	B3	Atualizado
0304-3991	ULTRAMICROSCOPY (AMSTERDAM)	A2	Atualizado
1350-4177	ULTRASONICS SONOCHEMISTRY	A1	Atualizado
0301-5629	ULTRASOUND IN MEDICINE & BIOLOGY	A2	Atualizado
1615-5297	UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (INTERNET)	A3	Atualizado
2218-1997	UNIVERSE	B1	Atualizado
2175-3369	URBE. REVISTA BRASILEIRA DE GESTÃO URBANA	A1	Atualizado
0264-410X	VACCINE (GUILDFORD)	A2	Atualizado
0042-207X	VACUUM (OXFORD)	A3	Atualizado
1539-1663	VADOSE ZONE JOURNAL	A2	Atualizado
1806-3845	VEREDAS DO DIREITO (BELO HORIZONTE)	A1	Atualizado
1809-2667	VÉRTICES	C	Atualizado
0378-1135	VETERINARY MICROBIOLOGY (AMSTERDAM. PRINT)	A1	Atualizado
0924-2031	VIBRATIONAL SPECTROSCOPY (PRINT)	A4	Atualizado
2176-4603	VIDYA (SANTA MARIA. ONLINE)	A2	Atualizado
0042-6822	VIROLOGY (NEW YORK, N.Y. PRINT)	A2	Atualizado
2175-974X	VIRUS	A3	Atualizado
1999-4915	VIRUSES	A2	Atualizado
1877-2641	WASTE AND BIOMASS VALORIZATION	A2	Atualizado
2073-4441	WATER	A3	Atualizado
0049-6979	WATER, AIR AND SOIL POLLUTION (PRINT)	A3	Atualizado
1554-7531	WATER ENVIRONMENT RESEARCH (ONLINE)	B1	Atualizado
0273-1223	WATER SCIENCE AND TECHNOLOGY	A3	Atualizado
0043-1648	WEAR (LAUSANNE)	A2	Atualizado
0043-7719	WOOD SCIENCE AND TECHNOLOGY (PRINT)	A1	Atualizado
2150-1351	WORLD JOURNAL FOR PEDIATRIC AND CONGENITAL HEART SURGERY	A4	Atualizado
1948-5182	WORLD JOURNAL OF HEPATOLOGY	A3	Atualizado
